Tag_Name,Text,Attributes,Description
a,Yadav,"{'href': '/wiki/Yadav', 'title': 'Yadav'}",HTML <a> tag from page about Nepal
li,2.2%Rai,{},HTML <li> tag from page about Nepal
a,Rai,"{'href': '/wiki/Rai_people', 'title': 'Rai people'}",HTML <a> tag from page about Nepal
li,32.63%other,{},HTML <li> tag from page about Nepal
a,other,"{'href': '/wiki/Ethnic_groups_in_Nepal', 'title': 'Ethnic groups in Nepal'}",HTML <a> tag from page about Nepal
tr,Religion(2021)[6]81.19%Hinduism8.21%Buddhism5.09%Islam3.17%Kirant1.76%Christianity0.35%Prakriti0.23%Bon0.01%Jainism,{},HTML <tr> tag from page about Nepal
th,Religion(2021)[6],"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,(2021)[6],{'class': ['ib-country-religion']},HTML <div> tag from page about Nepal
sup,[6],"{'id': 'cite_ref-6', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[6],{'href': '#cite_note-6'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
td,81.19%Hinduism8.21%Buddhism5.09%Islam3.17%Kirant1.76%Christianity0.35%Prakriti0.23%Bon0.01%Jainism,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
style,".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bott",{'data-mw-deduplicate': 'TemplateStyles:r1126788409'},HTML <style> tag from page about Nepal
div,81.19%Hinduism8.21%Buddhism5.09%Islam3.17%Kirant1.76%Christianity0.35%Prakriti0.23%Bon0.01%Jainism,"{'class': ['plainlist', 'nowrap']}",HTML <div> tag from page about Nepal
ul,81.19%Hinduism8.21%Buddhism5.09%Islam3.17%Kirant1.76%Christianity0.35%Prakriti0.23%Bon0.01%Jainism,{'style': 'line-height:1.3em;'},HTML <ul> tag from page about Nepal
li,81.19%Hinduism,{},HTML <li> tag from page about Nepal
a,Hinduism,"{'href': '/wiki/Hinduism_in_Nepal', 'title': 'Hinduism in Nepal'}",HTML <a> tag from page about Nepal
li,8.21%Buddhism,{},HTML <li> tag from page about Nepal
a,Buddhism,"{'href': '/wiki/Buddhism_in_Nepal', 'title': 'Buddhism in Nepal'}",HTML <a> tag from page about Nepal
li,5.09%Islam,{},HTML <li> tag from page about Nepal
a,Islam,"{'href': '/wiki/Islam_in_Nepal', 'title': 'Islam in Nepal'}",HTML <a> tag from page about Nepal
li,3.17%Kirant,{},HTML <li> tag from page about Nepal
a,Kirant,"{'href': '/wiki/Kirat_Mundhum', 'title': 'Kirat Mundhum'}",HTML <a> tag from page about Nepal
li,1.76%Christianity,{},HTML <li> tag from page about Nepal
a,Christianity,"{'href': '/wiki/Christianity_in_Nepal', 'title': 'Christianity in Nepal'}",HTML <a> tag from page about Nepal
li,0.35%Prakriti,{},HTML <li> tag from page about Nepal
a,Prakriti,"{'href': '/wiki/Nature_worship', 'title': 'Nature worship'}",HTML <a> tag from page about Nepal
li,0.23%Bon,{},HTML <li> tag from page about Nepal
a,Bon,"{'href': '/wiki/Bon', 'title': 'Bon'}",HTML <a> tag from page about Nepal
li,0.01%Jainism,{},HTML <li> tag from page about Nepal
a,Jainism,"{'href': '/wiki/Jainism', 'title': 'Jainism'}",HTML <a> tag from page about Nepal
tr,DemonymsNepaliNepalese,{},HTML <tr> tag from page about Nepal
th,Demonyms,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
a,Demonyms,"{'href': '/wiki/Demonym', 'title': 'Demonym'}",HTML <a> tag from page about Nepal
td,NepaliNepalese,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
style,".mw-parser-output .hlist dl,.mw-parser-output .hlist ol,.mw-parser-output .hlist ul{margin:0;padding:0}.mw-parser-output .hlist dd,.mw-parser-output .hlist dt,.mw-parser-output .hlist li{margin:0;disp",{'data-mw-deduplicate': 'TemplateStyles:r1129693374'},HTML <style> tag from page about Nepal
div,NepaliNepalese,{'class': ['hlist']},HTML <div> tag from page about Nepal
ul,NepaliNepalese,{},HTML <ul> tag from page about Nepal
li,Nepali,{},HTML <li> tag from page about Nepal
a,Nepali,"{'href': '/wiki/Nepalis', 'title': 'Nepalis'}",HTML <a> tag from page about Nepal
li,Nepalese,{},HTML <li> tag from page about Nepal
a,Nepalese,"{'href': 'https://en.wiktionary.org/wiki/Nepalese', 'class': ['extiw'], 'title': 'wikt:Nepalese'}",HTML <a> tag from page about Nepal
tr,GovernmentFederalparliamentary republicunder aninterim government,{},HTML <tr> tag from page about Nepal
th,Government,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
a,Government,"{'href': '/wiki/Politics_of_Nepal', 'title': 'Politics of Nepal'}",HTML <a> tag from page about Nepal
td,Federalparliamentary republicunder aninterim government,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
a,parliamentary republic,"{'href': '/wiki/Parliamentary_republic', 'title': 'Parliamentary republic'}",HTML <a> tag from page about Nepal
a,interim government,"{'href': '/wiki/Karki_interim_cabinet', 'title': 'Karki interim cabinet'}",HTML <a> tag from page about Nepal
tr,,{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
td,,"{'colspan': '2', 'class': ['infobox-full-data']}",HTML <td> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1316064257'}",HTML <link> tag from page about Nepal
tr,•PresidentRam Chandra Poudel,{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,•President,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•President,{'style': 'text-indent:-0.9em;margin-left:1.2em;font-weight:normal;'},HTML <div> tag from page about Nepal
a,President,"{'href': '/wiki/President_of_Nepal', 'title': 'President of Nepal'}",HTML <a> tag from page about Nepal
td,Ram Chandra Poudel,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
a,Ram Chandra Poudel,"{'href': '/wiki/Ram_Chandra_Poudel', 'title': 'Ram Chandra Poudel'}",HTML <a> tag from page about Nepal
tr,•Vice PresidentRam Sahaya Yadav,{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,•Vice President,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•Vice President,{'style': 'text-indent:-0.9em;margin-left:1.2em;font-weight:normal;'},HTML <div> tag from page about Nepal
a,Vice President,"{'href': '/wiki/Vice_President_of_Nepal', 'title': 'Vice President of Nepal'}",HTML <a> tag from page about Nepal
td,Ram Sahaya Yadav,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
a,Ram Sahaya Yadav,"{'href': '/wiki/Ram_Sahaya_Yadav', 'title': 'Ram Sahaya Yadav'}",HTML <a> tag from page about Nepal
tr,•Prime MinisterSushila Karki(interim),{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,•Prime Minister,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•Prime Minister,{'style': 'text-indent:-0.9em;margin-left:1.2em;font-weight:normal;'},HTML <div> tag from page about Nepal
a,Prime Minister,"{'href': '/wiki/Prime_Minister_of_Nepal', 'title': 'Prime Minister of Nepal'}",HTML <a> tag from page about Nepal
td,Sushila Karki(interim),{'class': ['infobox-data']},HTML <td> tag from page about Nepal
a,Sushila Karki,"{'href': '/wiki/Sushila_Karki', 'title': 'Sushila Karki'}",HTML <a> tag from page about Nepal
tr,•Chief JusticePrakash Man Singh Raut,{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,•Chief Justice,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•Chief Justice,{'style': 'text-indent:-0.9em;margin-left:1.2em;font-weight:normal;'},HTML <div> tag from page about Nepal
a,Chief Justice,"{'href': '/wiki/Chief_Justice_of_Nepal', 'title': 'Chief Justice of Nepal'}",HTML <a> tag from page about Nepal
td,Prakash Man Singh Raut,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
a,Prakash Man Singh Raut,"{'href': '/wiki/Prakash_Man_Singh_Raut', 'title': 'Prakash Man Singh Raut'}",HTML <a> tag from page about Nepal
tr,,{'style': 'display:none'},HTML <tr> tag from page about Nepal
td,,{'colspan': '2'},HTML <td> tag from page about Nepal
tr,LegislatureFederal Parliament,{},HTML <tr> tag from page about Nepal
th,Legislature,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
td,Federal Parliament,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
a,Federal Parliament,"{'href': '/wiki/Federal_Parliament_of_Nepal', 'title': 'Federal Parliament of Nepal'}",HTML <a> tag from page about Nepal
tr,•Upper houseNational Assembly,{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,•Upper house,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•Upper house,{'class': ['ib-country-fake-li']},HTML <div> tag from page about Nepal
a,Upper house,"{'href': '/wiki/Upper_house', 'title': 'Upper house'}",HTML <a> tag from page about Nepal
td,National Assembly,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
a,National Assembly,"{'href': '/wiki/National_Assembly_(Nepal)', 'title': 'National Assembly (Nepal)'}",HTML <a> tag from page about Nepal
tr,•Lower houseHouse of Representatives,{'class': ['mergedbottomrow']},HTML <tr> tag from page about Nepal
th,•Lower house,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•Lower house,{'class': ['ib-country-fake-li']},HTML <div> tag from page about Nepal
a,Lower house,"{'href': '/wiki/Lower_house', 'title': 'Lower house'}",HTML <a> tag from page about Nepal
td,House of Representatives,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
a,House of Representatives,"{'href': '/wiki/House_of_Representatives_(Nepal)', 'title': 'House of Representatives (Nepal)'}",HTML <a> tag from page about Nepal
tr,Formation,{'class': ['mergedtoprow']},HTML <tr> tag from page about Nepal
th,Formation,"{'colspan': '2', 'class': ['infobox-header']}",HTML <th> tag from page about Nepal
a,Formation,"{'href': '/wiki/History_of_Nepal', 'title': 'History of Nepal'}",HTML <a> tag from page about Nepal
tr,,{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
td,,"{'colspan': '2', 'class': ['infobox-full-data']}",HTML <td> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1316064257'}",HTML <link> tag from page about Nepal
tr,•Unification25 September 1768[7],{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,•Unification,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•Unification,{'style': 'text-indent:-0.9em;margin-left:1.2em;font-weight:normal;'},HTML <div> tag from page about Nepal
a,Unification,"{'href': '/wiki/Unification_of_Nepal', 'title': 'Unification of Nepal'}",HTML <a> tag from page about Nepal
td,25 September 1768[7],{'class': ['infobox-data']},HTML <td> tag from page about Nepal
sup,[7],"{'id': 'cite_ref-7', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[7],{'href': '#cite_note-7'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
tr,•Treaty of Sugauli[8]4 March 1816,{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,•Treaty of Sugauli[8],"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•Treaty of Sugauli[8],{'style': 'text-indent:-0.9em;margin-left:1.2em;font-weight:normal;'},HTML <div> tag from page about Nepal
a,Treaty of Sugauli,"{'href': '/wiki/Treaty_of_Sugauli', 'title': 'Treaty of Sugauli'}",HTML <a> tag from page about Nepal
sup,[8],"{'id': 'cite_ref-8', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[8],{'href': '#cite_note-8'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
td,4 March 1816,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
tr,•Nepal–Britain Treaty of 1923[9]21 December 1923,{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,•Nepal–Britain Treaty of 1923[9],"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•Nepal–Britain Treaty of 1923[9],{'style': 'text-indent:-0.9em;margin-left:1.2em;font-weight:normal;'},HTML <div> tag from page about Nepal
a,Nepal–Britain Treaty of 1923,"{'href': '/wiki/Nepal%E2%80%93Britain_Treaty_of_1923', 'title': 'Nepal–Britain Treaty of 1923'}",HTML <a> tag from page about Nepal
sup,[9],"{'id': 'cite_ref-9', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[9],{'href': '#cite_note-9'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
td,21 December 1923,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
tr,•Federal Republic28 May 2008,{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,•Federal Republic,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•Federal Republic,{'style': 'text-indent:-0.9em;margin-left:1.2em;font-weight:normal;'},HTML <div> tag from page about Nepal
a,Federal Republic,"{'href': '/wiki/Republic_Day_(Nepal)', 'title': 'Republic Day (Nepal)'}",HTML <a> tag from page about Nepal
td,28 May 2008,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
tr,•Current constitution20 September 2015,{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,•Current constitution,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,•Current constitution,{'style': 'text-indent:-0.9em;margin-left:1.2em;font-weight:normal;'},HTML <div> tag from page about Nepal
a,Current constitution,"{'href': '/wiki/Constitution_of_Nepal', 'title': 'Constitution of Nepal'}",HTML <a> tag from page about Nepal
td,20 September 2015,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
tr,,{'style': 'display:none'},HTML <tr> tag from page about Nepal
td,,{'colspan': '2'},HTML <td> tag from page about Nepal
tr,Area,{'class': ['mergedtoprow']},HTML <tr> tag from page about Nepal
th,Area,"{'colspan': '2', 'class': ['infobox-header']}",HTML <th> tag from page about Nepal
a,Area,"{'href': '/wiki/Geography_of_Nepal', 'title': 'Geography of Nepal'}",HTML <a> tag from page about Nepal
tr,"• Total147,516 km2(56,956 sq mi) (93rd)",{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,• Total,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,• Total,{'class': ['ib-country-fake-li']},HTML <div> tag from page about Nepal
td,"147,516 km2(56,956 sq mi) (93rd)",{'class': ['infobox-data']},HTML <td> tag from page about Nepal
sup,2,{},HTML <sup> tag from page about Nepal
a,93rd,"{'href': '/wiki/List_of_countries_and_dependencies_by_area', 'title': 'List of countries and dependencies by area'}",HTML <a> tag from page about Nepal
tr,• Water (%)2.8%,{'class': ['mergedbottomrow']},HTML <tr> tag from page about Nepal
th,• Water (%),"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,• Water (%),{'class': ['ib-country-fake-li']},HTML <div> tag from page about Nepal
td,2.8%,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
tr,Population,{'class': ['mergedtoprow']},HTML <tr> tag from page about Nepal
th,Population,"{'colspan': '2', 'class': ['infobox-header']}",HTML <th> tag from page about Nepal
a,Population,"{'href': '/wiki/Demographics_of_Nepal', 'title': 'Demographics of Nepal'}",HTML <a> tag from page about Nepal
tr,"• 2024 estimate31,122,387[10](49th)",{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,• 2024 estimate,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,• 2024 estimate,{'class': ['ib-country-fake-li']},HTML <div> tag from page about Nepal
td,"31,122,387[10](49th)",{'class': ['infobox-data']},HTML <td> tag from page about Nepal
span,,{'typeof': 'mw:File'},HTML <span> tag from page about Nepal
span,,{'title': 'Neutral increase'},HTML <span> tag from page about Nepal
img,,"{'alt': 'Neutral increase', 'src': '//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Increase_Neutral.svg/20px-Increase_Neutral.svg.png', 'decoding': 'async', 'width': '11', 'height': '11', 'class': ['mw-file-element'], 'srcset': '//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Increase_Neutral.svg/40px-Increase_Neutral.svg.png 2x', 'data-file-width': '347', 'data-file-height': '346'}",HTML <img> tag from page about Nepal
sup,[10],"{'id': 'cite_ref-10', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[10],{'href': '#cite_note-10'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
a,49th,"{'href': '/wiki/List_of_countries_and_dependencies_by_population', 'title': 'List of countries and dependencies by population'}",HTML <a> tag from page about Nepal
tr,• Density180/km2(466.2/sq mi) (72nd),{'class': ['mergedbottomrow']},HTML <tr> tag from page about Nepal
th,• Density,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,• Density,{'class': ['ib-country-fake-li']},HTML <div> tag from page about Nepal
td,180/km2(466.2/sq mi) (72nd),{'class': ['infobox-data']},HTML <td> tag from page about Nepal
sup,2,{},HTML <sup> tag from page about Nepal
a,72nd,"{'href': '/wiki/List_of_countries_and_dependencies_by_population_density', 'title': 'List of countries and dependencies by population density'}",HTML <a> tag from page about Nepal
tr,GDP(PPP)2024 estimate,{'class': ['mergedtoprow']},HTML <tr> tag from page about Nepal
th,GDP(PPP),"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
a,GDP,"{'href': '/wiki/Gross_domestic_product', 'title': 'Gross domestic product'}",HTML <a> tag from page about Nepal
style,.mw-parser-output .nobold{font-weight:normal},{'data-mw-deduplicate': 'TemplateStyles:r886047488'},HTML <style> tag from page about Nepal
span,(PPP),{'class': ['nobold']},HTML <span> tag from page about Nepal
a,PPP,"{'href': '/wiki/Purchasing_power_parity', 'title': 'Purchasing power parity'}",HTML <a> tag from page about Nepal
td,2024 estimate,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
tr,• Total$169.120 billion[11](85th),{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,• Total,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,• Total,{'class': ['ib-country-fake-li']},HTML <div> tag from page about Nepal
td,$169.120 billion[11](85th),{'class': ['infobox-data']},HTML <td> tag from page about Nepal
span,,{'typeof': 'mw:File'},HTML <span> tag from page about Nepal
span,,{'title': 'Increase'},HTML <span> tag from page about Nepal
img,,"{'alt': 'Increase', 'src': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/20px-Increase2.svg.png', 'decoding': 'async', 'width': '11', 'height': '11', 'class': ['mw-file-element'], 'srcset': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/40px-Increase2.svg.png 2x', 'data-file-width': '300', 'data-file-height': '300'}",HTML <img> tag from page about Nepal
sup,[11],"{'id': 'cite_ref-IMFWEO.NP_11-0', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[11],{'href': '#cite_note-IMFWEO.NP-11'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
a,85th,"{'href': '/wiki/List_of_countries_by_GDP_(PPP)', 'title': 'List of countries by GDP (PPP)'}",HTML <a> tag from page about Nepal
tr,"• Per capita$5,348[11](151st)",{'class': ['mergedbottomrow']},HTML <tr> tag from page about Nepal
th,• Per capita,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,• Per capita,{'class': ['ib-country-fake-li']},HTML <div> tag from page about Nepal
td,"$5,348[11](151st)",{'class': ['infobox-data']},HTML <td> tag from page about Nepal
span,,{'typeof': 'mw:File'},HTML <span> tag from page about Nepal
span,,{'title': 'Increase'},HTML <span> tag from page about Nepal
img,,"{'alt': 'Increase', 'src': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/20px-Increase2.svg.png', 'decoding': 'async', 'width': '11', 'height': '11', 'class': ['mw-file-element'], 'srcset': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/40px-Increase2.svg.png 2x', 'data-file-width': '300', 'data-file-height': '300'}",HTML <img> tag from page about Nepal
sup,[11],"{'id': 'cite_ref-IMFWEO.NP_11-1', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[11],{'href': '#cite_note-IMFWEO.NP-11'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
a,151st,"{'href': '/wiki/List_of_countries_by_GDP_(PPP)_per_capita', 'title': 'List of countries by GDP (PPP) per capita'}",HTML <a> tag from page about Nepal
tr,GDP(nominal)2024 estimate,{'class': ['mergedtoprow']},HTML <tr> tag from page about Nepal
th,GDP(nominal),"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
a,GDP,"{'href': '/wiki/Gross_domestic_product', 'title': 'Gross domestic product'}",HTML <a> tag from page about Nepal
link,(nominal),"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r886047488'}",HTML <link> tag from page about Nepal
span,(nominal),{'class': ['nobold']},HTML <span> tag from page about Nepal
td,2024 estimate,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
tr,• Total$43.673 billion[11](100th),{'class': ['mergedrow']},HTML <tr> tag from page about Nepal
th,• Total,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,• Total,{'class': ['ib-country-fake-li']},HTML <div> tag from page about Nepal
td,$43.673 billion[11](100th),{'class': ['infobox-data']},HTML <td> tag from page about Nepal
span,,{'typeof': 'mw:File'},HTML <span> tag from page about Nepal
span,,{'title': 'Increase'},HTML <span> tag from page about Nepal
img,,"{'alt': 'Increase', 'src': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/20px-Increase2.svg.png', 'decoding': 'async', 'width': '11', 'height': '11', 'class': ['mw-file-element'], 'srcset': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/40px-Increase2.svg.png 2x', 'data-file-width': '300', 'data-file-height': '300'}",HTML <img> tag from page about Nepal
sup,[11],"{'id': 'cite_ref-IMFWEO.NP_11-2', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[11],{'href': '#cite_note-IMFWEO.NP-11'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
a,100th,"{'href': '/wiki/List_of_countries_by_GDP_(nominal)', 'title': 'List of countries by GDP (nominal)'}",HTML <a> tag from page about Nepal
tr,"• Per capita$1,381[11](161st)",{'class': ['mergedbottomrow']},HTML <tr> tag from page about Nepal
th,• Per capita,"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
div,• Per capita,{'class': ['ib-country-fake-li']},HTML <div> tag from page about Nepal
td,"$1,381[11](161st)",{'class': ['infobox-data']},HTML <td> tag from page about Nepal
span,,{'typeof': 'mw:File'},HTML <span> tag from page about Nepal
span,,{'title': 'Increase'},HTML <span> tag from page about Nepal
img,,"{'alt': 'Increase', 'src': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/20px-Increase2.svg.png', 'decoding': 'async', 'width': '11', 'height': '11', 'class': ['mw-file-element'], 'srcset': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/40px-Increase2.svg.png 2x', 'data-file-width': '300', 'data-file-height': '300'}",HTML <img> tag from page about Nepal
sup,[11],"{'id': 'cite_ref-IMFWEO.NP_11-3', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[11],{'href': '#cite_note-IMFWEO.NP-11'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
a,161st,"{'href': '/wiki/List_of_countries_by_GDP_(nominal)_per_capita', 'title': 'List of countries by GDP (nominal) per capita'}",HTML <a> tag from page about Nepal
tr,Gini(2022)30.0[12]medium inequality,{},HTML <tr> tag from page about Nepal
th,Gini(2022),"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
a,Gini,"{'href': '/wiki/Gini_coefficient', 'title': 'Gini coefficient'}",HTML <a> tag from page about Nepal
link,(2022),"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r886047488'}",HTML <link> tag from page about Nepal
span,(2022),{'class': ['nobold']},HTML <span> tag from page about Nepal
td,30.0[12]medium inequality,{'class': ['infobox-data']},HTML <td> tag from page about Nepal
sup,[12],"{'id': 'cite_ref-wb-gini_12-0', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[12],{'href': '#cite_note-wb-gini-12'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
br,,{},HTML <br> tag from page about Nepal
span,medium inequality,{'class': ['nowrap']},HTML <span> tag from page about Nepal
style,"@media screen{html.skin-theme-clientpref-night .mw-parser-output div:not(.notheme)>.tmp-color,html.skin-theme-clientpref-night .mw-parser-output p>.tmp-color,html.skin-theme-clientpref-night .mw-parse",{'data-mw-deduplicate': 'TemplateStyles:r1239334494'},HTML <style> tag from page about Nepal
span,medium inequality,"{'class': ['tmp-color'], 'style': 'color:#707070'}",HTML <span> tag from page about Nepal
tr,HDI(2023)0.622[13]medium(145th),{},HTML <tr> tag from page about Nepal
th,HDI(2023),"{'scope': 'row', 'class': ['infobox-label']}",HTML <th> tag from page about Nepal
a,HDI,"{'href': '/wiki/Human_Development_Index', 'title': 'Human Development Index'}",HTML <a> tag from page about Nepal
link,(2023),"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r886047488'}",HTML <link> tag from page about Nepal
span,(2023),{'class': ['nobold']},HTML <span> tag from page about Nepal
td,0.622[13]medium(145th),{'class': ['infobox-data']},HTML <td> tag from page about Nepal
span,,{'typeof': 'mw:File'},HTML <span> tag from page about Nepal
span,,{'title': 'Increase'},HTML <span> tag from page about Nepal
img,,"{'alt': 'Increase', 'src': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/20px-Increase2.svg.png', 'decoding': 'async', 'width': '11', 'height': '11', 'class': ['mw-file-element'], 'srcset': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/40px-Increase2.svg.png 2x', 'data-file-width': '300', 'data-file-height': '300'}",HTML <img> tag from page about Nepal
sup,[13],"{'id': 'cite_ref-UNHDR_13-0', 'class': ['reference']}",HTML <sup> tag from page about Nepal
a,[13],{'href': '#cite_note-UNHDR-13'},HTML <a> tag from page about Nepal
span,[,{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
span,],{'class': ['cite-bracket']},HTML <span> tag from page about Nepal
br,,{},HTML <br> tag from page about Nepal
span,medium,{'class': ['nowrap']},HTML <span> tag from page about Nepal
